item,app,sentence,taxonomy_22_id,label,suggested_label,reviewer,review_time
出生日期,世纪佳缘,（3）您可以使用第三方账号登录世纪佳缘，但需要授权我们获取您在第三方平台注册的个人信息（昵称、生日、地区、婚姻、学历、收入、身高、性别以及您授权的其他信息），用于与我们账号绑定，使您可以直接注册、登录并使用我们服务。,1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
出生日期,小红书,1.为了向您提供我们最核心的信息展示服务并向您推荐可能感兴趣的笔记及相关信息，我们会收集您填写个人资料、您的性别、生日、浏览记录（您的关注、浏览）和点击操作记录（兴趣、点击、搜索、点赞、收藏、分享、评论、发布记录及有关行为）。,1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
地理位置信息,360借条,如您选择提供非必需信息即通讯录、通话记录以及定位信息，此种情况下需要调用通讯录权限、通话记录权限以及定位信息权限。,3,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
地理位置信息,360借条,如您同意提供定位信息的，我们将通过定位技术成熟的高德定位SDK收集经度及纬度并通过解析前述经纬度后获取您的详细位置信息，但我们不会收集您的行踪轨迹。,12,否定,不确定,assistant_auto_review,2026-05-23T16:18:08.909841
地理位置信息,360借条,必需信息：姓名（直接使用已提供的信息）、身份证信息（如授信阶段已经提供且未过期，则将直接使用）、银行卡信息（如授信阶段已经提供，则将直接使用）、人脸信息（如在不同设备上登录您的账户，用于本人身份核验，保护账户安全）、联系人信息（如授信阶段未提供，则需要补充提供）、定位信息（区域性放款准入及学生准入拒绝）和设备信息（即蜂窝网络IP/ID、sim卡序列号、设备的android id、MAC地址、IP地址、WiFi网关、设备的IMEI号、WiFi的SSID、WiFi的BSSID、蓝牙Mac地址、设备IMSI、设备序列号、补充设备标识符OAID、总存储空间大小、可使用存储空间大小、总内存空间大小、可使用内存空间大小、IOS设备的基站信息MCC及MNC、IOS设备广告追踪ID、IOS设备应用开发商标识符、电话状态。,1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
地理位置信息,360借条,如您选择提供非必需信息即通讯录、通话记录以及定位信息，此种情况下需要调用通讯录权限、通话记录权限以及定位信息权限。,3,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
地理位置信息,360借条,在涉及定位获取的环节，为了获取用户的准确定位，将通过高德定位SDK进行，在该SDK获取时为了提高室内环境定位准确率，会涉及该权限的调取。,3,不确定,不确定,assistant_auto_review,2026-05-23T16:18:08.909841
地理位置信息,360借条,持续访问和使用期间访问地理位置.,3,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
地理位置信息,51Job,当您使用查看附近职位、搜索-距离优先排序、查看通勤距离功能时，我们会收集您的位置信息，以更好地为您提供招聘功能以及与位置有关的产品和/或服务。,2,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
地理位置信息,51Job,我们在首次申请获取您的位置信息（GPS定位）前，将先征求您的授权同意。,3,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
地理位置信息,51Job,我们承诺仅会在您主动使用相关功能时获取您的位置信息，仅按照提供相关服务所需的最低频率收集您的位置信息，不会追踪您的行踪轨迹。,2,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
地理位置信息,51Job,此类信息属于该功能的非必需信息，如果拒绝授权，您将无法自动定位，但可以选择手动输入目标求职地点或使用不需要位置信息的招聘或求职功能。,3,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
头像,360借条,在人脸识别、身份证及银行卡验证、行驶证拍摄、帮助中心意见反馈、在线客服自选选择上传、交易凭证上传、营业执照拍摄、公证视频录制、芝麻分认证、借呗额度认证、公积金认证、个税认证、寿险认证、商城退货凭证上传、更换头像、录屏认证、补充资料及评论上传、周转灵借款双录视频环节调用。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
头像,360借条,在人脸识别、身份证及银行卡验证、行驶证拍摄、帮助中心意见反馈、在线客服自选选择上传、交易凭证上传、营业执照拍摄、公证视频录制、芝麻分认证、借呗额度认证、公积金认证、个税认证、寿险认证、商城退货凭证上传、更换头像、评论上传以及补充资料上传视频、周转灵借款双录视频环节调用。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
头像,360借条,邀请好友时，进行活动图片分享及获取时涉及保存至照片库在商品退款、商品评论、身份证照片、客服咨询、意见反馈、头像选择、凭证上传中涉及图片的选择。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
头像,360借条,在商品退款、商品评论、身份证照片、客服咨询、意见反馈、头像选择、凭证上传、补充资料中涉及图片/视频的选择。,6,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
头像,51Job,在您选择照片、图像上传为个人头像时，需要调用您设备的存储权限（Android系统）/相册权限（iOS系统）/本地文件访问权限（51Job PC）；,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
头像,51Job,若您拒绝相关系统权限，您可能无法选择或使用心仪的头像，或无法创建视频简介，或无法添加个人作品，或无法上传附件简历，但不影响您使用在线简历其他功能。,7,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
头像,51Job,在同行（论坛）中更换头像、发帖时，支持调用相机拍摄图片上传。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
头像,51Job,在同行（论坛）中更换头像、发布图文帖时，支持上传相册图片。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
头像,51Job,在同行（论坛）中更换头像、发布图文帖，支持上传相册图片。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
头像,51Job,"您的论坛信息：当您使用同行（论坛）服务时，我们会收集和使用您的头像和昵称信息，其中，昵称您可以选择简历中的真实姓名或以X先生/女生进行展示，您登录前程无忧 App后可以通过底部导航""我的""-""创作者中心""，访问、管理您的论坛资料，对您的论坛资料进行编辑调整。",1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
姓名,360借条,您在申请或使用360借条上提供的产品和/或服务时，我们需要根据《中华人民共和国反洗钱》等法律法规、规章及规范性文件的规定完成反洗钱、实名制认证以及授信额度评估，客户身份识别，也为了防范欺诈风险，保障账号安全，您需要提供如下必需信息：您的真实姓名、中国大陆身份证信息（身份证件号码、身份证件有效期、身份证件影像件）、人脸照片、身份证照片。,10,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
姓名,360借条,为了贷款服务机构能够准确评估您的信用状况，更为了防止您的贷款资金被不法分子获取、落实反欺诈防范风险、保障您的账户资金安全，您需要提供如下必需信息：姓名、身份证信息、人脸信息（本人身份核验）、设备信息（即蜂窝网络IP/ID、sim卡序列号、设备的android id、MAC地址、IP地址、WiFi网关、设备的IMEI号、WiFi的SSID、WiFi的BSSID、蓝牙Mac地址、设备IMSI、设备序列号（SN）、补充设备标识符OAID、总存储空间大小、可使用存储空间大小、总内存空间大小、可使用内存空间大小、IOS设备的基站信息MCC及MNC、IOS设备广告追踪ID（IDFA）、IOS设备应用开发商标识符(IDFV)、电话状态。,1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
姓名,360借条,必需信息：姓名（直接使用已提供的信息）、身份证信息（如授信阶段已经提供且未过期，则将直接使用）、银行卡信息（如授信阶段已经提供，则将直接使用）、人脸信息（如在不同设备上登录您的账户，用于本人身份核验，保护账户安全）、联系人信息（如授信阶段未提供，则需要补充提供）、定位信息（区域性放款准入及学生准入拒绝）和设备信息（即蜂窝网络IP/ID、sim卡序列号、设备的android id、MAC地址、IP地址、WiFi网关、设备的IMEI号、WiFi的SSID、WiFi的BSSID、蓝牙Mac地址、设备IMSI、设备序列号、补充设备标识符OAID、总存储空间大小、可使用存储空间大小、总内存空间大小、可使用内存空间大小、IOS设备的基站信息MCC及MNC、IOS设备广告追踪ID、IOS设备应用开发商标识符、电话状态。,1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
姓名,360借条,在您使用360借条进行支付、还款、授权自动扣款时，您需提供如下必需信息：银行卡卡号、有效期、银行预留手机号、持卡人姓名、持卡人身份证件、短信验证码，您可以通过主动上传或者一键绑卡的形式提供。,8,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
姓名,360借条,为保证您的账号安全，我们的客服会使用您的姓名、手机号码、身份证号码来核验您的身份且为了后续客服处理纠纷，我们将收集您与客服/催收的通话录音及在线聊天记录，这些为必需信息。,1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
姓名,360借条,如您参与360借条平台活动，涉及提取现金的，为保证您的账号安全，顺利完成现金提取，我们将收集您的必需信息：姓名、身份证、银行卡号、银行预留手机号信息，否则您将无法完成提现操作。,19,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
姓名,360借条,请您知悉，除您另有书面授权外，我们不会向任何提供技术服务和技术支持的外部第三方SDK共享包括姓名、身份证、手机号码及银行卡等在内的任何您的敏感个人信息。,1,否定,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
姓名,360借条,除非得到您的许可，否则我们不会将您的个人身份信息（指可以识别您身份的信息，例如姓名或电子邮箱）与提供广告、分析服务的合作伙伴分享。,1,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
姓名,51Job,如开具的纸质发票需要邮寄，还需要用户提供收件人姓名、手机号和快递地址，我们会以顺丰到付的形式寄出，51Job客服会反馈给您快递单号，还请您注意查收。,5,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
姓名,51Job,如开具的纸质发票需要邮寄，还需要用户提供收件人姓名、手机号和快递地址，我们会以顺丰到付的形式寄出，51Job客服会反馈给您快递单号，还请您注意查收。,5,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
年龄,51Job,我们将在信息收集的相关功能中对年龄进行限定，如果您未满十六周岁，请不要以任何方式使用或访问51Job平台。,11,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
年龄,51Job,我们将在信息收集的相关功能中对年龄进行限定，如果您未满十六周岁，请不要以任何方式使用或访问51Job平台。,11,确实声明收集,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
年龄,Soul,4）出生年月日：我们会基于您提供的出生年月日判断您的年龄，如果您低于18周岁或者在注册时不向我们提供您的出生年月日信息的，您将无法注册成为我们的用户并继续使用本产品与/或服务。,11,否定,确实声明收集,assistant_auto_review,2026-05-23T16:18:08.909841
