app_id,app_pkg,app_name,category_id,data_safety_content,privacy_policy_content,incorrect,incomplete,inconsistent
224,com.yahoo.mobile.client.android.search,Yahoo Search,3,"{'data_shared': [{'category': 'App activity', 'sub_info': [{'data_type': 'App interactions', 'purpose': 'Analytics - Advertising or marketing - Fraud prevention - security - and compliance', 'optional': False}, {'data_type': 'In-app search history', 'purpose': 'App functionality - Analytics - Advertising or marketing - Personalization', 'optional': False}]}, {'category': 'Location', 'sub_info': [{'data_type': 'Approximate location', 'purpose': 'App functionality - Analytics - Advertising or marketing - Fraud prevention - security - and compliance - Account management', 'optional': False}]}, {'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'App functionality - Analytics - Advertising or marketing - Account management', 'optional': False}]}], 'data_collected': [{'category': 'Photos and videos', 'sub_info': [{'data_type': 'Photos', 'purpose': 'App functionality - Personalization - Account management', 'optional': True}]}, {'category': 'App info and performance', 'sub_info': [{'data_type': 'Crash logs', 'purpose': 'Analytics', 'optional': False}, {'data_type': 'Diagnostics', 'purpose': 'Analytics', 'optional': False}]}, {'category': 'Personal info', 'sub_info': [{'data_type': 'Name', 'purpose': 'App functionality - Developer communications - Personalization - Account management', 'optional': True}, {'data_type': 'Email address', 'purpose': 'App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance - Personalization - Account management', 'optional': True}, {'data_type': 'User IDs', 'purpose': 'App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance - Personalization - Account management', 'optional': True}, {'data_type': 'Phone number', 'purpose': 'App functionality - Analytics - Fraud prevention - security - and compliance - Account management', 'optional': True}]}, {'category': 'App activity', 'sub_info': [{'data_type': 'App interactions', 'purpose': 'Analytics - Advertising or marketing - Fraud prevention - security - and compliance', 'optional': False}, {'data_type': 'In-app search history', 'purpose': 'App functionality - Analytics - Advertising or marketing - Personalization', 'optional': False}]}, {'category': 'Location', 'sub_info': [{'data_type': 'Approximate location', 'purpose': 'App functionality - Analytics - Advertising or marketing - Fraud prevention - security - and compliance - Account management', 'optional': False}]}, {'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'App functionality - Analytics - Advertising or marketing - Account management', 'optional': False}]}], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'You can request that data be deleted', 'sub_info': []}]}","Data Share:
1. Search Services: Yahoo may share collected user data, including search queries, IP address, unique browser identifiers, and interactions with search partners. These partners could use the data for ad relevance, search product enhancement, fraud prevention on sponsored search results, and research.
2. Assistants: Yahoo may share data collected through Assistants, including conversations, interactions, Yahoo ID, and account information. This could be shared with third-party services interacting with the Assistants, including the user's account with the third-party, user ID, name, photo, phone number, email, and device information.
3. Yahoo Shopping: When making a purchase, the merchant receives customer personal information directly. Yahoo Shopping does not collect or use this data.
Data Collect:
1. Search Services: Yahoo collects information when a user conducts a search. This includes user's search queries, individual search history, search result clicks, and data from private results. Yahoo also uses image recognition to facilitate image searches and collects data from tracking URLs in search results.
2. Assistants: Yahoo collects user data through its Assistants, which include user conversations, interactions, Yahoo ID, and associated account information. Additional data may also be collected from third-party services interacting with the Assistants, including account and device information of the user.
3. Yahoo Shopping: Shopping data collection is carried out by PriceGrabber. When a purchase is made from a merchant, the merchant asks for personal data including name, shipping and billing addresses, email, telephone number, and credit card details.",1,1,0
316,com.hyperdimsoft.rosary,The Holy Rosary,4,"{'data_shared': [{'category': 'App info and performance', 'sub_info': [{'data_type': 'Crash logs', 'purpose': 'Advertising or marketing', 'optional': False}, {'data_type': 'Diagnostics', 'purpose': 'Advertising or marketing', 'optional': False}, {'data_type': 'Other app performance data', 'purpose': 'Advertising or marketing', 'optional': False}]}, {'category': 'App activity', 'sub_info': [{'data_type': 'App interactions', 'purpose': 'Advertising or marketing', 'optional': False}]}, {'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'Advertising or marketing', 'optional': False}]}, {'category': 'Location', 'sub_info': [{'data_type': 'Approximate location', 'purpose': 'Advertising or marketing', 'optional': False}]}], 'data_collected': [{'category': 'App info and performance', 'sub_info': [{'data_type': 'Crash logs', 'purpose': 'Advertising or marketing', 'optional': False}, {'data_type': 'Diagnostics', 'purpose': 'Advertising or marketing', 'optional': False}, {'data_type': 'Other app performance data', 'purpose': 'Advertising or marketing', 'optional': False}]}, {'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'Advertising or marketing', 'optional': False}]}], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can’t be deleted', 'sub_info': []}]}","Data Share:
HyperDimSoft respects your privacy and ensures that any identifiable information you provide is secure, used in accordance with this policy, and protected. The policy may be updated periodically, so it's recommended to check this page occasionally to stay informed about any changes.
Data Collect:
Despite requiring some personal information for identification when using HyperDimSoft's website or applications, the company states that it does NOT collect any information when you download and play their games.",1,0,1
5,com.panalab.letters.mletter.Wallpaper,M Letters Wallpaper HD,1,"{'data_shared': [], 'data_collected': [], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can?t be deleted', 'sub_info': []}]}","Data Share: This section would detail how panalab might share user data collected through the use of its software applications, including circumstances that may necessitate such sharing, such as legal requirements, third-party service assistance, corporate transactions, or for the improvement of services.
Data Collect: This section would provide information on the types of data that panalab collects from users of its software applications. This could include personal information (such as names and contact details), device-related information, usage data (such as user interaction with the app), location data, and more, depending on the specifics of the application's data collection practices.",1,0,0
9,com.panalab.letters.rletter.Wallpaper,R Letters Wallpaper HD,1,"{'data_shared': [], 'data_collected': [], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can?t be deleted', 'sub_info': []}]}","Data Share: no data
Data Collect: no data",0,0,0
4,com.panalab.letters.jletter.Wallpaper,J Letters Wallpaper HD,1,"{'data_shared': [], 'data_collected': [], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can?t be deleted', 'sub_info': []}]}","Data Share:
Content not provided
Data Collect:
This privacy policy covers the use of the software applications: Fractal Wallpaper HD, V Letters Wallpaper HD, Q Letters Wallpaper HD, W Letters Wallpaper HD, U Letters Wallpaper HD, Roaring Lion Wallpaper HD, X Letters Wallpaper HD, O Letters Wallpaper HD, L Letters Wallpaper HD, J Letters Wallpaper HD, I Letters Wallpaper HD, F Letters Wallpaper HD, C Letters Wallpaper HD, Y Letters Wallpaper HD, R Letters Wallpaper HD, P Letters Wallpaper HD, Z Letters Wallpaper HD, T Letters Wallpaper HD, M Letters Wallpaper HD, K Letters Wallpaper HD, H Letters Wallpaper HD, G Letters Wallpaper HD, E Letters Wallpaper HD, D Letters Wallpaper HD, S Letters Wallpaper HD, N Letters Wallpaper HD, B Letters Wallpaper HD, A Letters Wallpaper HD, Fire Letters Wallpaper HD, Stars Live Wallpaper, Space Live Wallpaper, Mehndi Wallpaper HD, Makeup Wallpaper HD, Lion Live Wallpaper, Christmas Wallpaper hd, Waterfall Live Wallpaper, Butterfly Live Wallpaper",0,0,0
115,facebeauty.videocall.app,Face Beauty for App Video Call,2,"{'data_shared': [], 'data_collected': []}","Data Share:
We may share your information with third-party services to facilitate our Service, to provide the Service on our behalf, to perform Service-related services, or to assist us in analyzing how our Service is used. While these third parties have access to your Personal Information for performance of tasks assigned to them on our behalf, they have an obligation to not disclose or use the information for any other purpose. This Service may also contain links to other sites, which are not operated by us, and we urge you to review their privacy policies.
Data Collect:
We may request you to provide some personally identifiable information for a better experience while using our Service. This data is retained on your device and is not collected by us. In the event of an error in the app, we collect data and information via third-party products, including your device's IP address, device name, operating system version, the configuration of the app when using our Service, the time and date of your use of the Service, and other statistics. Although our Service does not explicitly use cookies, third-party codes and libraries may collect information using cookies to improve their services.",1,0,1
23,com.stylestudio.hairstyle.stepbystep,Girls Hairstyles step by step,1,"{'data_shared': [], 'data_collected': [{'category': 'Device or other IDs', 'sub_info': [{'data_type': 'Device or other IDs', 'purpose': 'App functionality - Analytics - Advertising or marketing', 'optional': False}]}], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}, {'category': 'Data can’t be deleted', 'sub_info': []}]}","Data Share: ""We will not share your information with anyone except as described in this Privacy Policy. By using the Service, you agree to the information sharing in accordance with this policy.""
Data Collect: ""We may ask you to provide us with personally identifiable information while using our Service. This information can be used to contact or identify you and may include, but is not limited to, your email address.""",1,0,0
217,com.jstranslateapp.bisayaenglish,Bisaya English Translator,3,"{'data_shared': [], 'data_collected': [], 'security_practices': [{'category': 'Data is encrypted in transit', 'sub_info': []}]}","Data Share:
- Personal Information: We do not store Personal Information and therefore we do not disclose your Personal Information.
- Non-Personal Information: We may disclose Non-Personal Information to our trusted partners who comply with this privacy policy and the relevant privacy laws. We do not combine Non-Personal Information with Personal Information.
- Third-Party Sites and Services: Our application and services may contain links to third-party websites, products, and services. Data collected by third parties, which may include things like location data or contact details, is governed by their privacy practices.
- Third-Party Sites: The Applications, the Services, and the Site access third party information. We aren't responsible for the privacy practices of third-party websites, even if they are linked to or accessible from our application.
- Advertising and Promotion: We promote our own applications and services through various channels, including within other apps and websites, and through email marketing.
Data Collect:
- Personal Information: We may collect personal information from our users to provide a personalized, useful and efficient experience, including social network's personal information.
- Non-Personal Identification: We may collect non-personal identification information about installed applications, application usage information and device information.
- EU User Consent Policy: We obtain consent from users in the European Economic Area (EEA) to use cookies or other local storage, and to use personal data (like Ad ID) to serve ads.
- Third Party Service Providers: While using our Service, we may need you to provide us with personally identifiable information which is only retained on your device and not collected by us.
- Collected Information Usage: We use collected personal and non-personal information to personalize user experience, improve our services, for promotion purposes, and to send related emails or messages.
- Children’s Privacy: Our Services are not directed to persons under 13. We rely on Google Services to get user information, ensuring to offer services to users above the age of 13.
- Sensitive Information: We ask that no sensitive Personal Information be sent on or through an Application, the Services, or the Site or otherwise to us.",1,0,0
503,com.autoxloo.simcasts.marketplace,Marketplace,6,"{'data_shared': [], 'data_collected': []}","Data Share:
Migration Service
Transitioning to a new website provider entails moving your complete data, a responsibility we handle when you switch to our platform. We use standard web development tools like redirects to forward users from an old URL to a new.
Data Collect content:
None. There is no specific mention or implication about data collection in the provided text.",0,0,0
404,kr.go.safepeople,Safety e-Report,5,"{'data_shared': [{'category': 'Location', 'sub_info': [{'data_type': 'Approximate location', 'purpose': 'App functionality', 'optional': False}]}, {'category': 'Personal info', 'sub_info': [{'data_type': 'Phone number', 'purpose': 'App functionality', 'optional': False}]}], 'data_collected': [{'category': 'Personal info', 'sub_info': [{'data_type': 'Phone number', 'purpose': 'App functionality', 'optional': False}]}], 'security_practices': [{'category': 'Data isn’t encrypted', 'sub_info': []}, {'category': 'You can request that data be deleted', 'sub_info': []}]}","Data Share:
No information provided in the content indicates that the application shares data.
Data Collect:
""Please be advised that this website refuses the automatic collection of posted email addresses, and violations will be subject to penalties under the Information and Communication Network Act.""",1,0,1
